DateTime,Water ( Gallons )
10/29/2015 0:00,2063
10/30/2015 0:00,2119
10/31/2015 0:00,1404
11/1/2015 0:00,667
11/2/2015 0:00,667
11/3/2015 0:00,2050
11/4/2015 0:00,2062
11/5/2015 0:00,1929
11/6/2015 0:00,2209
11/7/2015 0:00,1563
11/8/2015 0:00,652
11/9/2015 0:00,686
11/10/2015 0:00,2092
11/11/2015 0:00,2173
11/12/2015 0:00,1902
11/13/2015 0:00,1870
11/14/2015 0:00,1690
11/15/2015 0:00,834
11/16/2015 0:00,767
11/17/2015 0:00,1990
11/18/2015 0:00,1970
11/19/2015 0:00,1998
11/20/2015 0:00,2049
11/21/2015 0:00,1813
11/22/2015 0:00,881
11/23/2015 0:00,620
11/24/2015 0:00,1730
11/25/2015 0:00,1825
11/26/2015 0:00,905
11/27/2015 0:00,572
11/28/2015 0:00,570
11/29/2015 0:00,553
11/30/2015 0:00,574
12/1/2015 0:00,1792
12/2/2015 0:00,2091
12/3/2015 0:00,1915
12/4/2015 0:00,1910
12/5/2015 0:00,1742
12/6/2015 0:00,751
12/7/2015 0:00,684
12/8/2015 0:00,1316
12/9/2015 0:00,1293
12/10/2015 0:00,1526
12/11/2015 0:00,1456
12/12/2015 0:00,1315
12/13/2015 0:00,803
12/14/2015 0:00,599
12/15/2015 0:00,1162
12/16/2015 0:00,1093
12/17/2015 0:00,865
12/18/2015 0:00,1021
12/19/2015 0:00,1217
12/20/2015 0:00,606
12/21/2015 0:00,565
12/22/2015 0:00,875
12/23/2015 0:00,811
12/24/2015 0:00,616
12/25/2015 0:00,553
12/26/2015 0:00,548
12/27/2015 0:00,564
12/28/2015 0:00,530
12/29/2015 0:00,554
12/30/2015 0:00,551
12/31/2015 0:00,589
1/1/2016 0:00,544
1/2/2016 0:00,531
1/3/2016 0:00,534
1/4/2016 0:00,535
1/5/2016 0:00,786
1/6/2016 0:00,822
1/7/2016 0:00,818
1/8/2016 0:00,897
1/9/2016 0:00,829
1/10/2016 0:00,552
1/11/2016 0:00,525
1/12/2016 0:00,927
1/13/2016 0:00,905
1/14/2016 0:00,913
1/15/2016 0:00,976
1/16/2016 0:00,938
1/17/2016 0:00,607
1/18/2016 0:00,694
1/19/2016 0:00,565
1/20/2016 0:00,1999
1/21/2016 0:00,1822
1/22/2016 0:00,1703
1/23/2016 0:00,1331
1/24/2016 0:00,610
1/25/2016 0:00,584
1/26/2016 0:00,1729
1/27/2016 0:00,2064
1/28/2016 0:00,1670
1/29/2016 0:00,1799
1/30/2016 0:00,1504
1/31/2016 0:00,623
2/1/2016 0:00,595
2/2/2016 0:00,1731
2/3/2016 0:00,2030
2/4/2016 0:00,1643
2/5/2016 0:00,1887
2/6/2016 0:00,1698
2/7/2016 0:00,718
2/8/2016 0:00,803
2/9/2016 0:00,1608
2/10/2016 0:00,2026
2/11/2016 0:00,1989
2/12/2016 0:00,2030
2/13/2016 0:00,1489
2/14/2016 0:00,626
2/15/2016 0:00,619
2/16/2016 0:00,1791
2/17/2016 0:00,2117
2/18/2016 0:00,1943
2/19/2016 0:00,1980
2/20/2016 0:00,1593
2/21/2016 0:00,744
2/22/2016 0:00,648
2/23/2016 0:00,1832
2/24/2016 0:00,1832
2/25/2016 0:00,1708
2/26/2016 0:00,1708
2/27/2016 0:00,3371
2/28/2016 0:00,626
2/29/2016 0:00,609
3/1/2016 0:00,1737
3/2/2016 0:00,2146
3/3/2016 0:00,1866
3/4/2016 0:00,1957
3/5/2016 0:00,1697
3/6/2016 0:00,1394
3/7/2016 0:00,612
3/8/2016 0:00,1833
3/9/2016 0:00,2030
3/10/2016 0:00,2960
3/11/2016 0:00,8728
3/12/2016 0:00,5748
3/13/2016 0:00,603
3/14/2016 0:00,523
3/15/2016 0:00,1055
3/16/2016 0:00,841
3/17/2016 0:00,884
3/18/2016 0:00,857
3/19/2016 0:00,1066
3/20/2016 0:00,559
3/21/2016 0:00,571
3/22/2016 0:00,1692
3/23/2016 0:00,2118
3/24/2016 0:00,1875
3/25/2016 0:00,1877
3/26/2016 0:00,1474
3/27/2016 0:00,703
3/28/2016 0:00,626
3/29/2016 0:00,1789
3/30/2016 0:00,2047
3/31/2016 0:00,1643
4/1/2016 0:00,1798
4/2/2016 0:00,1421
4/3/2016 0:00,801
4/4/2016 0:00,902
4/5/2016 0:00,1683
4/6/2016 0:00,2071
4/7/2016 0:00,1771
4/8/2016 0:00,1779
4/9/2016 0:00,1336
4/10/2016 0:00,842
4/11/2016 0:00,609
4/12/2016 0:00,1726
4/13/2016 0:00,1965
4/14/2016 0:00,1879
4/15/2016 0:00,1833
4/16/2016 0:00,1543
4/17/2016 0:00,785
4/18/2016 0:00,642
4/19/2016 0:00,1524
4/20/2016 0:00,2143
4/21/2016 0:00,1809
4/22/2016 0:00,1852
4/23/2016 0:00,1681
4/24/2016 0:00,808
4/25/2016 0:00,711
4/26/2016 0:00,1716
4/27/2016 0:00,2369
4/28/2016 0:00,1806
4/29/2016 0:00,1810
4/30/2016 0:00,1501
5/1/2016 0:00,715
5/2/2016 0:00,632
5/3/2016 0:00,1798
5/4/2016 0:00,2108
5/5/2016 0:00,1870
5/6/2016 0:00,1759
5/7/2016 0:00,1413
5/8/2016 0:00,627
5/9/2016 0:00,607
5/10/2016 0:00,1203
5/11/2016 0:00,1082
5/12/2016 0:00,1280
5/13/2016 0:00,1229
5/14/2016 0:00,1259
5/15/2016 0:00,902
5/16/2016 0:00,683
5/17/2016 0:00,1064
5/18/2016 0:00,978
5/19/2016 0:00,1032
5/20/2016 0:00,1025
5/21/2016 0:00,1222
5/22/2016 0:00,2907
5/23/2016 0:00,539
