DateTime,Water ( Gallons )
12/12/2016 0:00,653
12/13/2016 0:00,1586
12/14/2016 0:00,1059
12/15/2016 0:00,1107
12/16/2016 0:00,952
12/17/2016 0:00,893
12/18/2016 0:00,576
12/19/2016 0:00,573
12/20/2016 0:00,833
12/21/2016 0:00,779
12/22/2016 0:00,740
12/23/2016 0:00,730
12/24/2016 0:00,577
12/25/2016 0:00,546
12/26/2016 0:00,556
12/27/2016 0:00,555
12/28/2016 0:00,571
12/29/2016 0:00,599
12/30/2016 0:00,583
12/31/2016 0:00,550
1/1/2017 0:00,545
1/2/2017 0:00,553
1/3/2017 0:00,815
1/4/2017 0:00,809
1/5/2017 0:00,814
1/6/2017 0:00,940
1/7/2017 0:00,912
1/8/2017 0:00,642
1/9/2017 0:00,608
1/10/2017 0:00,1008
1/11/2017 0:00,985
1/12/2017 0:00,1011
1/13/2017 0:00,970
1/14/2017 0:00,1000
1/15/2017 0:00,630
1/16/2017 0:00,658
1/17/2017 0:00,712
1/18/2017 0:00,2117
1/19/2017 0:00,1764
1/20/2017 0:00,2140
1/21/2017 0:00,1748
1/22/2017 0:00,777
1/23/2017 0:00,703
1/24/2017 0:00,1948
1/25/2017 0:00,2432
1/26/2017 0:00,1976
1/27/2017 0:00,2161
1/28/2017 0:00,1603
1/29/2017 0:00,736
1/30/2017 0:00,639
1/31/2017 0:00,1977
2/1/2017 0:00,2156
2/2/2017 0:00,1813
2/3/2017 0:00,2125
2/4/2017 0:00,1621
2/5/2017 0:00,719
2/6/2017 0:00,666
2/7/2017 0:00,1941
2/8/2017 0:00,2185
2/9/2017 0:00,2052
2/10/2017 0:00,2085
2/11/2017 0:00,1598
2/12/2017 0:00,724
2/13/2017 0:00,692
2/14/2017 0:00,1971
2/15/2017 0:00,1626
2/16/2017 0:00,1342
2/17/2017 0:00,1558
2/18/2017 0:00,1528
2/19/2017 0:00,760
2/20/2017 0:00,682
2/21/2017 0:00,1870
2/22/2017 0:00,2115
2/23/2017 0:00,1940
2/24/2017 0:00,1925
2/25/2017 0:00,1698
2/26/2017 0:00,753
2/27/2017 0:00,648
2/28/2017 0:00,1916
3/1/2017 0:00,2185
3/2/2017 0:00,1986
3/3/2017 0:00,2014
3/4/2017 0:00,1928
3/5/2017 0:00,1037
3/6/2017 0:00,672
3/7/2017 0:00,1830
3/8/2017 0:00,2000
3/9/2017 0:00,1856
3/10/2017 0:00,1937
3/11/2017 0:00,1302
3/12/2017 0:00,618
3/13/2017 0:00,555
3/14/2017 0:00,953
3/15/2017 0:00,890
3/16/2017 0:00,819
3/17/2017 0:00,922
3/18/2017 0:00,941
3/19/2017 0:00,649
3/20/2017 0:00,626
3/21/2017 0:00,1830
3/22/2017 0:00,2092
3/23/2017 0:00,1784
3/24/2017 0:00,1939
3/25/2017 0:00,1641
3/26/2017 0:00,962
3/27/2017 0:00,657
3/28/2017 0:00,1767
3/29/2017 0:00,1995
3/30/2017 0:00,2072
3/31/2017 0:00,2017
4/1/2017 0:00,1332
4/2/2017 0:00,823
4/3/2017 0:00,709
4/4/2017 0:00,1877
4/5/2017 0:00,2150
4/6/2017 0:00,1769
4/7/2017 0:00,1988
4/8/2017 0:00,1658
4/9/2017 0:00,750
4/10/2017 0:00,639
4/11/2017 0:00,1711
4/12/2017 0:00,2062
4/13/2017 0:00,1783
4/14/2017 0:00,1803
4/15/2017 0:00,1609
4/16/2017 0:00,712
4/17/2017 0:00,628
4/18/2017 0:00,1786
4/19/2017 0:00,2035
4/20/2017 0:00,1919
4/21/2017 0:00,1917
4/22/2017 0:00,1521
4/23/2017 0:00,909
4/24/2017 0:00,667
4/25/2017 0:00,1893
4/26/2017 0:00,2008
4/27/2017 0:00,1836
4/28/2017 0:00,1914
4/29/2017 0:00,1656
4/30/2017 0:00,794
5/1/2017 0:00,703
5/2/2017 0:00,1639
5/3/2017 0:00,1962
5/4/2017 0:00,1923
5/5/2017 0:00,1972
5/6/2017 0:00,1702
5/7/2017 0:00,697
5/8/2017 0:00,688
5/9/2017 0:00,1337
5/10/2017 0:00,1415
5/11/2017 0:00,1465
5/12/2017 0:00,1227
5/13/2017 0:00,1257
5/14/2017 0:00,739
5/15/2017 0:00,644
5/16/2017 0:00,1276
5/17/2017 0:00,1260
5/18/2017 0:00,997
5/19/2017 0:00,1091
5/20/2017 0:00,965
5/21/2017 0:00,2653
5/22/2017 0:00,600
5/23/2017 0:00,1003
5/24/2017 0:00,938
5/25/2017 0:00,902
5/26/2017 0:00,948
5/27/2017 0:00,854
5/28/2017 0:00,585
5/29/2017 0:00,590
5/30/2017 0:00,606
5/31/2017 0:00,1123
6/1/2017 0:00,1028
6/2/2017 0:00,1074
6/3/2017 0:00,1037
6/4/2017 0:00,591
6/5/2017 0:00,602
6/6/2017 0:00,1149
6/7/2017 0:00,1185
6/8/2017 0:00,1103
6/9/2017 0:00,1125
6/10/2017 0:00,1112
6/11/2017 0:00,613
6/12/2017 0:00,581
6/13/2017 0:00,1090
6/14/2017 0:00,1121
6/15/2017 0:00,1021
6/16/2017 0:00,1228
6/17/2017 0:00,1110
6/18/2017 0:00,561
6/19/2017 0:00,557
6/20/2017 0:00,1159
6/21/2017 0:00,1159
6/22/2017 0:00,1153
6/23/2017 0:00,1126
6/24/2017 0:00,1402
6/25/2017 0:00,2849
6/26/2017 0:00,2096
6/27/2017 0:00,2393
6/28/2017 0:00,2478
6/29/2017 0:00,1038
6/30/2017 0:00,1153
7/1/2017 0:00,976
7/2/2017 0:00,625
7/3/2017 0:00,593
7/4/2017 0:00,1032
7/5/2017 0:00,567
