allDate,prevDay,prevWeek,avgTemp,wF,MonMed,classSession,dayType,season
3/12/2009 0:00,16.27727069,15.52018834,42.5,15.52018834,12.4918589,1,wk,Spring
3/13/2009 0:00,15.52018834,12.4918589,41,10.22061183,12.4918589,1,wk,Spring
3/14/2009 0:00,10.22061183,12.11331773,45.5,1.135623537,12.4918589,0,wknd,Spring
3/15/2009 0:00,1.135623537,10.22061183,55.5,1.135623537,12.4918589,0,wknd,Spring
3/16/2009 0:00,1.135623537,16.27727069,64,4.163952968,12.4918589,0,wk,Spring
3/17/2009 0:00,4.163952968,15.52018834,67.5,6.435200042,12.4918589,0,wk,Spring
3/18/2009 0:00,6.435200042,16.27727069,69.5,2.649788252,12.4918589,0,wk,Spring
3/19/2009 0:00,2.649788252,15.52018834,70.5,3.028329431,12.4918589,0,wk,Spring
3/20/2009 0:00,3.028329431,10.22061183,66.5,5.299576505,12.4918589,0,wk,Spring
3/21/2009 0:00,5.299576505,1.135623537,67,1.135623537,12.4918589,0,wknd,Spring
3/22/2009 0:00,1.135623537,1.135623537,73,5.299576505,12.4918589,0,wknd,Spring
3/23/2009 0:00,5.299576505,4.163952968,72.5,15.14164716,12.4918589,1,wk,Spring
3/24/2009 0:00,15.14164716,6.435200042,72,17.79143541,12.4918589,1,wk,Spring
3/25/2009 0:00,17.79143541,2.649788252,62,15.52018834,12.4918589,1,wk,Spring
3/26/2009 0:00,15.52018834,3.028329431,65.5,15.52018834,12.4918589,1,wk,Spring
3/27/2009 0:00,15.52018834,5.299576505,65,14.00602362,12.4918589,1,wk,Spring
3/28/2009 0:00,14.00602362,1.135623537,53.5,6.435200042,12.4918589,1,wknd,Spring
3/29/2009 0:00,6.435200042,5.299576505,56,10.22061183,12.4918589,1,wknd,Spring
3/30/2009 0:00,10.22061183,15.14164716,69.5,14.76310598,12.4918589,1,wk,Spring
3/31/2009 0:00,14.76310598,17.79143541,63.5,18.16997659,12.4918589,1,wk,Spring
4/1/2009 0:00,18.16997659,15.52018834,61.5,15.89872951,14.76310598,1,wk,Spring
4/2/2009 0:00,15.89872951,15.52018834,61,17.79143541,14.76310598,1,wk,Spring
4/3/2009 0:00,17.79143541,14.00602362,63,15.14164716,14.76310598,1,wk,Spring
4/4/2009 0:00,15.14164716,6.435200042,71.5,7.192282399,14.76310598,1,wknd,Spring
4/5/2009 0:00,7.192282399,10.22061183,63.5,9.842070652,14.76310598,1,wknd,Spring
4/6/2009 0:00,9.842070652,14.76310598,55,15.52018834,14.76310598,1,wk,Spring
4/7/2009 0:00,15.52018834,18.16997659,58,17.79143541,14.76310598,1,wk,Spring
4/8/2009 0:00,17.79143541,15.89872951,69,15.52018834,14.76310598,1,wk,Spring
4/9/2009 0:00,15.52018834,17.79143541,79,14.76310598,14.76310598,1,wk,Spring
4/10/2009 0:00,14.76310598,15.14164716,64.5,11.35623537,14.76310598,1,wk,Spring
4/11/2009 0:00,11.35623537,7.192282399,61,6.056658863,14.76310598,1,wknd,Spring
4/12/2009 0:00,6.056658863,9.842070652,70,9.463529473,14.76310598,1,wknd,Spring
4/13/2009 0:00,9.463529473,15.52018834,63.5,14.76310598,14.76310598,1,wk,Spring
4/14/2009 0:00,14.76310598,17.79143541,63,18.16997659,14.76310598,1,wk,Spring
4/15/2009 0:00,18.16997659,15.52018834,70,14.3845648,14.76310598,1,wk,Spring
4/16/2009 0:00,14.3845648,14.76310598,69,14.3845648,14.76310598,1,wk,Spring
4/17/2009 0:00,14.3845648,11.35623537,63.5,14.3845648,14.76310598,1,wk,Spring
4/18/2009 0:00,14.3845648,6.056658863,72.5,6.81374122,14.76310598,1,wknd,Spring
4/19/2009 0:00,6.81374122,9.463529473,69.5,9.084988294,14.76310598,1,wknd,Spring
4/20/2009 0:00,9.084988294,14.76310598,68.5,14.76310598,14.76310598,1,wk,Spring
4/21/2009 0:00,14.76310598,18.16997659,77,17.79143541,14.76310598,1,wk,Spring
4/22/2009 0:00,17.79143541,14.3845648,79,15.14164716,14.76310598,1,wk,Spring
4/23/2009 0:00,15.14164716,14.3845648,74,15.89872951,14.76310598,1,wk,Spring
4/24/2009 0:00,15.89872951,14.3845648,74.5,13.24894126,14.76310598,1,wk,Spring
4/25/2009 0:00,13.24894126,6.81374122,79.5,6.81374122,14.76310598,1,wknd,Spring
4/26/2009 0:00,6.81374122,9.084988294,76,8.706447115,14.76310598,1,wknd,Spring
4/27/2009 0:00,8.706447115,14.76310598,67.5,15.14164716,14.76310598,1,wk,Spring
4/28/2009 0:00,15.14164716,17.79143541,73,17.79143541,14.76310598,1,wk,Spring
